date,wiki_id,popular,test_group,n_pages,view_total,view_median
2018-12-29,en.wikipedia,yes,treatment,45,1997632,30671
2018-12-29,es.wikipedia,no,control,723253,5736696,4
2018-12-29,es.wikipedia,no,treatment,725227,6008202,4
2018-12-29,es.wikipedia,yes,control,44,347919,4329.5
2018-12-29,es.wikipedia,yes,treatment,56,293829,4245
2018-12-29,pl.wikipedia,no,control,652939,1895692,2
2018-12-29,pl.wikipedia,no,treatment,661546,2202877,3
2018-12-29,pl.wikipedia,yes,control,52,150185,2112
2018-12-29,pl.wikipedia,yes,treatment,48,133517,2123
2018-12-30,bg.wikipedia,no,control,124175,213104,2
2018-12-30,bg.wikipedia,no,treatment,124191,212383,2
2018-12-30,bg.wikipedia,yes,control,55,30066,350
2018-12-30,bg.wikipedia,yes,treatment,45,23544,366
2018-12-30,en.wikipedia,no,control,2895906,48328572,4
2018-12-30,en.wikipedia,no,treatment,2886550,47804318,4
2018-12-30,en.wikipedia,yes,control,53,3214047,38904
2018-12-30,en.wikipedia,yes,treatment,47,2763346,36332
2018-12-30,es.wikipedia,no,control,723253,6011335,4
2018-12-30,es.wikipedia,no,treatment,725227,6287413,4
2018-12-30,es.wikipedia,yes,control,44,357898,5119.5
2018-12-30,es.wikipedia,yes,treatment,56,328547,4911
2018-12-30,pl.wikipedia,no,control,652946,2021919,2
2018-12-30,pl.wikipedia,no,treatment,661539,2345605,3
2018-12-30,pl.wikipedia,yes,control,45,166405,2703
2018-12-30,pl.wikipedia,yes,treatment,55,186844,2212
2018-12-31,bg.wikipedia,no,control,124180,189531,2
2018-12-31,bg.wikipedia,no,treatment,124186,188560,2
2018-12-31,bg.wikipedia,yes,control,50,39966,587
2018-12-31,bg.wikipedia,yes,treatment,50,35653,532.5
2018-12-31,en.wikipedia,no,control,2895895,45371541,3
2018-12-31,en.wikipedia,no,treatment,2886561,45169544,3
2018-12-31,en.wikipedia,yes,control,64,3338931,33755
2018-12-31,en.wikipedia,yes,treatment,36,1628892,34291
2018-12-31,es.wikipedia,no,control,723244,5419637,3
2018-12-31,es.wikipedia,no,treatment,725236,5680105,3
2018-12-31,es.wikipedia,yes,control,53,472672,5780
2018-12-31,es.wikipedia,yes,treatment,47,366161,5645
2018-12-31,pl.wikipedia,no,control,652948,1608171,2
2018-12-31,pl.wikipedia,no,treatment,661537,1868847,2
2018-12-31,pl.wikipedia,yes,control,43,439649,6094
2018-12-31,pl.wikipedia,yes,treatment,57,665285,5902
2019-01-01,bg.wikipedia,no,control,124174,208448,2
2019-01-01,bg.wikipedia,no,treatment,124192,212534,2
2019-01-01,bg.wikipedia,yes,control,56,35485,430
2019-01-01,bg.wikipedia,yes,treatment,44,34292,473
2019-01-01,en.wikipedia,no,control,2895901,47281038,3
2019-01-01,en.wikipedia,no,treatment,2886555,47240694,4
2019-01-01,en.wikipedia,yes,control,58,3354900,37402.5
2019-01-01,en.wikipedia,yes,treatment,42,2533562,47551
2019-01-01,es.wikipedia,no,control,723242,5425798,3
2019-01-01,es.wikipedia,no,treatment,725238,5703007,3
2019-01-01,es.wikipedia,yes,control,55,450582,5977
2019-01-01,es.wikipedia,yes,treatment,45,327370,5567
2019-01-01,pl.wikipedia,no,control,652944,2055384,2
2019-01-01,pl.wikipedia,no,treatment,661541,2411636,3
2019-01-01,pl.wikipedia,yes,control,47,252299,3585
2019-01-01,pl.wikipedia,yes,treatment,53,336557,3684
2019-01-02,bg.wikipedia,no,control,124176,245652,3
2019-01-02,bg.wikipedia,no,treatment,124190,248722,2
2019-01-02,bg.wikipedia,yes,control,54,28970,385
2019-01-02,bg.wikipedia,yes,treatment,46,32098,463
2019-01-02,en.wikipedia,no,control,2895904,50377215,4
2019-01-02,en.wikipedia,no,treatment,2886552,50454772,4
2019-01-02,en.wikipedia,yes,control,55,2702358,34277
2019-01-02,en.wikipedia,yes,treatment,45,2035065,29799
2019-01-02,es.wikipedia,no,control,723251,6734841,4
2019-01-02,es.wikipedia,no,treatment,725229,7129808,4
2019-01-02,es.wikipedia,yes,control,46,416095,6919.5
2019-01-02,es.wikipedia,yes,treatment,54,338790,4898
2019-01-02,pl.wikipedia,no,control,652953,2288422,3
2019-01-02,pl.wikipedia,no,treatment,661532,2727093,3
2019-01-02,pl.wikipedia,yes,control,38,128277,2497.5
2019-01-02,pl.wikipedia,yes,treatment,62,156797,2148
2019-01-03,bg.wikipedia,no,control,124179,243877,3
2019-01-03,bg.wikipedia,no,treatment,124187,242440,3
2019-01-03,bg.wikipedia,yes,control,51,40462,408
2019-01-03,bg.wikipedia,yes,treatment,49,29033,402
2019-01-03,en.wikipedia,no,control,2895902,49779959,4
2019-01-03,en.wikipedia,no,treatment,2886554,49610104,4
2019-01-03,en.wikipedia,yes,control,57,2559604,31960
2019-01-03,en.wikipedia,yes,treatment,43,1845244,26892
2019-01-03,es.wikipedia,no,control,723254,6984369,4
2019-01-03,es.wikipedia,no,treatment,725226,7332035,4
2019-01-03,es.wikipedia,yes,control,43,362877,6191
2019-01-03,es.wikipedia,yes,treatment,57,416203,5479
2019-01-03,pl.wikipedia,no,control,652954,2262688,3
2019-01-03,pl.wikipedia,no,treatment,661531,2722480,3
2019-01-03,pl.wikipedia,yes,control,37,104367,2283
2019-01-03,pl.wikipedia,yes,treatment,63,153462,1812
2019-01-04,bg.wikipedia,no,control,124176,241841,3
2019-01-04,bg.wikipedia,no,treatment,124190,241140,3
2019-01-04,bg.wikipedia,yes,control,54,39001,392.5
2019-01-04,bg.wikipedia,yes,treatment,46,22717,343.5
2019-01-04,en.wikipedia,no,control,2895899,48992186,4
2019-01-04,en.wikipedia,no,treatment,2886557,48910048,4
2019-01-04,en.wikipedia,yes,control,60,2573959,27484.5
2019-01-04,en.wikipedia,yes,treatment,40,2081988,30866.5
2019-01-04,es.wikipedia,no,control,723256,6931260,4
2019-01-04,es.wikipedia,no,treatment,725224,7228864,4
2019-01-04,es.wikipedia,yes,control,41,365290,6449
2019-01-04,es.wikipedia,yes,treatment,59,418864,5200
2019-01-04,pl.wikipedia,no,control,652950,2072612,3
2019-01-04,pl.wikipedia,no,treatment,661535,2455317,3
2019-01-04,pl.wikipedia,yes,control,41,165079,1981
2019-01-04,pl.wikipedia,yes,treatment,59,164384,2145
2019-01-05,bg.wikipedia,no,control,124174,245446,3
2019-01-05,bg.wikipedia,no,treatment,124192,239025,3
2019-01-05,bg.wikipedia,yes,control,56,51124,404
2019-01-05,bg.wikipedia,yes,treatment,44,24041,432.5
2019-01-05,en.wikipedia,no,control,2895901,48389900,4
2019-01-05,en.wikipedia,no,treatment,2886555,48228323,4
2019-01-05,en.wikipedia,yes,control,58,2574357,30518
2019-01-05,en.wikipedia,yes,treatment,42,2235715,34622
2019-01-05,es.wikipedia,no,control,723253,6503866,4
2019-01-05,es.wikipedia,no,treatment,725227,6794331,4
2019-01-05,es.wikipedia,yes,control,44,385293,5643
2019-01-05,es.wikipedia,yes,treatment,56,458334,5104.5
2019-01-05,pl.wikipedia,no,control,652944,2121153,3
2019-01-05,pl.wikipedia,no,treatment,661541,2492484,3
2019-01-05,pl.wikipedia,yes,control,47,192675,3155
2019-01-05,pl.wikipedia,yes,treatment,53,181682,2428
2019-01-06,bg.wikipedia,no,control,124176,267178,3
2019-01-06,bg.wikipedia,no,treatment,124190,266589,3
2019-01-06,bg.wikipedia,yes,control,54,101094,610.5
2019-01-06,bg.wikipedia,yes,treatment,46,93290,563.5
2019-01-06,en.wikipedia,no,control,2895905,52454364,4
2019-01-06,en.wikipedia,no,treatment,2886551,52342232,4
2019-01-06,en.wikipedia,yes,control,54,2846501,43141.5
2019-01-06,en.wikipedia,yes,treatment,46,2527869,37748.5
2019-01-06,es.wikipedia,no,control,723255,6934333,4
2019-01-06,es.wikipedia,no,treatment,725225,7224976,4
2019-01-06,es.wikipedia,yes,control,42,340980,6031
2019-01-06,es.wikipedia,yes,treatment,58,475352,5221
2019-01-06,pl.wikipedia,no,control,652948,2544247,3
2019-01-06,pl.wikipedia,no,treatment,661537,3027441,3
2019-01-06,pl.wikipedia,yes,control,43,203442,3224
2019-01-06,pl.wikipedia,yes,treatment,57,248818,2685
2019-01-07,bg.wikipedia,no,control,124172,268526,3
2019-01-07,bg.wikipedia,no,treatment,124194,270334,3
2019-01-07,bg.wikipedia,yes,control,58,94683,603
2019-01-07,bg.wikipedia,yes,treatment,42,43392,492
2019-01-07,en.wikipedia,no,control,2895902,53156410,4
2019-01-07,en.wikipedia,no,treatment,2886554,52692734,4
2019-01-07,en.wikipedia,yes,control,57,5016332,58217
2019-01-07,en.wikipedia,yes,treatment,43,4078542,68553
2019-01-07,es.wikipedia,no,control,723244,7965874,4
2019-01-07,es.wikipedia,no,treatment,725236,8403349,4
2019-01-07,es.wikipedia,yes,control,53,673407,9906
2019-01-07,es.wikipedia,yes,treatment,47,526368,7362
2019-01-07,pl.wikipedia,no,control,652949,2418816,3
2019-01-07,pl.wikipedia,no,treatment,661536,2911804,3
2019-01-07,pl.wikipedia,yes,control,42,141530,2664.5
2019-01-07,pl.wikipedia,yes,treatment,58,145280,1906.5
2019-01-08,bg.wikipedia,no,control,124176,276302,3
2019-01-08,bg.wikipedia,no,treatment,124190,273320,3
2019-01-08,bg.wikipedia,yes,control,54,70213,481.5
2019-01-08,bg.wikipedia,yes,treatment,46,45056,482.5
2019-01-08,en.wikipedia,no,control,2895906,52141968,4
2019-01-08,en.wikipedia,no,treatment,2886550,51369565,4
2019-01-08,en.wikipedia,yes,control,53,3451856,40310
2019-01-08,en.wikipedia,yes,treatment,47,3060947,49251
2019-01-08,es.wikipedia,no,control,723250,8458250,4
2019-01-08,es.wikipedia,no,treatment,725230,8978341,4
2019-01-08,es.wikipedia,yes,control,47,455587,8006
2019-01-08,es.wikipedia,yes,treatment,53,469482,6669
2019-01-08,pl.wikipedia,no,control,652955,2428149,3
2019-01-08,pl.wikipedia,no,treatment,661530,2923360,3
2019-01-08,pl.wikipedia,yes,control,36,86509,2090.5
2019-01-08,pl.wikipedia,yes,treatment,64,133420,1724
2019-01-09,bg.wikipedia,no,control,124183,278966,3
2019-01-09,bg.wikipedia,no,treatment,124183,278331,3
2019-01-09,bg.wikipedia,yes,control,47,40601,486
2019-01-09,bg.wikipedia,yes,treatment,53,36162,446
2019-01-09,en.wikipedia,no,control,2895902,51550180,4
2019-01-09,en.wikipedia,no,treatment,2886554,51110498,4
2019-01-09,en.wikipedia,yes,control,57,2366941,27146
2019-01-09,en.wikipedia,yes,treatment,43,2042254,34767
2019-01-09,es.wikipedia,no,control,723250,8737555,4
2019-01-09,es.wikipedia,no,treatment,725230,9319144,4
2019-01-09,es.wikipedia,yes,control,47,444074,6628
2019-01-09,es.wikipedia,yes,treatment,53,455184,6861
2019-01-09,pl.wikipedia,no,control,652952,2400432,3
2019-01-09,pl.wikipedia,no,treatment,661533,2888678,3
2019-01-09,pl.wikipedia,yes,control,39,107338,1976
2019-01-09,pl.wikipedia,yes,treatment,61,142614,1745
2019-01-10,bg.wikipedia,no,control,124175,281217,3
2019-01-10,bg.wikipedia,no,treatment,124191,284908,3
2019-01-10,bg.wikipedia,yes,control,55,40902,460
2019-01-10,bg.wikipedia,yes,treatment,45,38600,478
2019-01-10,en.wikipedia,no,control,2895903,51520117,4
2019-01-10,en.wikipedia,no,treatment,2886553,51142732,4
2019-01-10,en.wikipedia,yes,control,56,2486879,26600
2019-01-10,en.wikipedia,yes,treatment,44,1935221,33071
2019-01-10,es.wikipedia,no,control,723255,8832990,4
2019-01-10,es.wikipedia,no,treatment,725225,9377426,4
2019-01-10,es.wikipedia,yes,control,42,376458,6779.5
2019-01-10,es.wikipedia,yes,treatment,58,506999,7660
2019-01-10,pl.wikipedia,no,control,652950,2317980,3
2019-01-10,pl.wikipedia,no,treatment,661535,2788457,3
2019-01-10,pl.wikipedia,yes,control,41,108879,1970
2019-01-10,pl.wikipedia,yes,treatment,59,136950,1774
2019-01-11,bg.wikipedia,no,control,124186,261678,3
2019-01-11,bg.wikipedia,no,treatment,124180,258617,3
2019-01-11,bg.wikipedia,yes,control,44,35276,441
2019-01-11,bg.wikipedia,yes,treatment,56,31612,417.5
2019-01-11,en.wikipedia,no,control,2895910,49977408,4
2019-01-11,en.wikipedia,no,treatment,2886546,49896387,4
2019-01-11,en.wikipedia,yes,control,49,2306814,33094
2019-01-11,en.wikipedia,yes,treatment,51,2509398,26553
2019-01-11,es.wikipedia,no,control,723249,8063325,4
2019-01-11,es.wikipedia,no,treatment,725231,8574463,4
2019-01-11,es.wikipedia,yes,control,48,463860,6974.5
2019-01-11,es.wikipedia,yes,treatment,52,556255,6870
2019-01-11,pl.wikipedia,no,control,652936,2077529,3
2019-01-11,pl.wikipedia,no,treatment,661549,2458794,3
2019-01-11,pl.wikipedia,yes,control,55,142112,1940
2019-01-11,pl.wikipedia,yes,treatment,45,90626,1486
2019-01-12,bg.wikipedia,no,control,124180,242002,3
2019-01-12,bg.wikipedia,no,treatment,124186,240321,2
2019-01-12,bg.wikipedia,yes,control,50,28588,400.5
2019-01-12,bg.wikipedia,yes,treatment,50,28143,403.5
2019-01-12,en.wikipedia,no,control,2895899,48067468,4
2019-01-12,en.wikipedia,no,treatment,2886557,48278610,4
2019-01-12,en.wikipedia,yes,control,60,2910737,34508.5
2019-01-12,en.wikipedia,yes,treatment,40,2273756,39036.5
2019-01-12,es.wikipedia,no,control,723247,7081234,4
2019-01-12,es.wikipedia,no,treatment,725233,7497433,4
2019-01-12,es.wikipedia,yes,control,50,517816,6701
2019-01-12,es.wikipedia,yes,treatment,50,563656,6286.5
2019-01-12,pl.wikipedia,no,control,652933,2148279,3
2019-01-12,pl.wikipedia,no,treatment,661552,2508796,3
2019-01-12,pl.wikipedia,yes,control,58,200018,2754
2019-01-12,pl.wikipedia,yes,treatment,42,180991,2236
2019-01-13,bg.wikipedia,no,control,124180,287629,3
2019-01-13,bg.wikipedia,no,treatment,124186,286380,3
2019-01-13,bg.wikipedia,yes,control,50,40551,475.5
2019-01-13,bg.wikipedia,yes,treatment,50,27808,477
2019-01-13,en.wikipedia,no,control,2895905,52467134,4
2019-01-13,en.wikipedia,no,treatment,2886551,52505928,4
2019-01-13,en.wikipedia,yes,control,54,2896283,36540.5
2019-01-13,en.wikipedia,yes,treatment,46,3136670,43616.5
2019-01-13,es.wikipedia,no,control,723245,8139364,4
2019-01-13,es.wikipedia,no,treatment,725235,8588536,4
2019-01-13,es.wikipedia,yes,control,52,524909,7508
2019-01-13,es.wikipedia,yes,treatment,48,450457,6893.5
2019-01-13,pl.wikipedia,no,control,652941,2488309,3
2019-01-13,pl.wikipedia,no,treatment,661544,2951608,3
2019-01-13,pl.wikipedia,yes,control,50,402252,2631
2019-01-13,pl.wikipedia,yes,treatment,50,209076,2503
2019-01-14,bg.wikipedia,no,control,124181,292146,3
2019-01-14,bg.wikipedia,no,treatment,124185,294221,3
2019-01-14,bg.wikipedia,yes,control,49,52381,415
2019-01-14,bg.wikipedia,yes,treatment,51,49797,534
2019-01-14,en.wikipedia,no,control,2895908,53256331,4
2019-01-14,en.wikipedia,no,treatment,2886548,53084335,4
2019-01-14,en.wikipedia,yes,control,51,2284959,31310
2019-01-14,en.wikipedia,yes,treatment,49,3761743,41084
2019-01-14,es.wikipedia,no,control,723243,8917182,4
2019-01-14,es.wikipedia,no,treatment,725237,9461979,4
2019-01-14,es.wikipedia,yes,control,54,511443,8005.5
2019-01-14,es.wikipedia,yes,treatment,46,447160,8382.5
2019-01-14,pl.wikipedia,no,control,652946,2278624,3
2019-01-14,pl.wikipedia,no,treatment,661539,2704166,3
2019-01-14,pl.wikipedia,yes,control,45,888910,3165
2019-01-14,pl.wikipedia,yes,treatment,55,254789,2699
2019-01-15,bg.wikipedia,no,control,124176,290356,3
2019-01-15,bg.wikipedia,no,treatment,124190,291446,3
2019-01-15,bg.wikipedia,yes,control,54,41685,382.5
2019-01-15,bg.wikipedia,yes,treatment,46,37857,493
2019-01-15,en.wikipedia,no,control,2895916,52079067,4
2019-01-15,en.wikipedia,no,treatment,2886540,51478370,4
2019-01-15,en.wikipedia,yes,control,43,3292522,36362
2019-01-15,en.wikipedia,yes,treatment,57,2790792,33104
2019-01-15,es.wikipedia,no,control,723240,9196238,4
2019-01-15,es.wikipedia,no,treatment,725240,9741977,4
2019-01-15,es.wikipedia,yes,control,57,616737,8518
2019-01-15,es.wikipedia,yes,treatment,43,428886,9144
2019-01-15,pl.wikipedia,no,control,652947,2339820,3
2019-01-15,pl.wikipedia,no,treatment,661538,2795576,3
2019-01-15,pl.wikipedia,yes,control,44,319063,2596
2019-01-15,pl.wikipedia,yes,treatment,56,187886,2486.5
